Date,Store_Type,District,Time_Slot,SKU_Name,Category,Expiry_Date,Temp,Item_Traffic,Import,Sold,Waste,Cost,Price,Revenue,Op_Cost,Waste_Loss,Net_Profit
2024-03-04,Residential,Q7,13:00-14:00,Fresh Milk,Dairy,2024-03-09,35.1,0.51,0,2,0,58318,78729,157458,37262,0,3559
2024-03-04,Residential,Q7,14:00-15:00,Fresh Milk,Dairy,2024-03-09,34.2,0.45,0,1,0,74615,100730,100730,36783,0,-10668
2024-03-04,Residential,Q7,15:00-16:00,Fresh Milk,Dairy,2024-03-09,34.0,0.35,0,0,0,39480,53298,0,33963,0,-33963
2024-03-04,Residential,Q7,16:00-17:00,Fresh Milk,Dairy,2024-03-09,31.5,3.59,0,14,0,53060,71631,1002834,30414,0,229579
2024-03-04,Residential,Q7,17:00-18:00,Fresh Milk,Dairy,2024-03-09,29.9,4.06,0,12,0,76068,102691,1232292,29144,0,290331
2024-03-04,Residential,Q7,18:00-19:00,Fresh Milk,Dairy,2024-03-09,28.9,3.27,0,6,0,69198,93417,560502,26863,0,118450
2024-03-04,Residential,Q7,19:00-20:00,Fresh Milk,Dairy,2024-03-09,27.2,1.08,0,3,0,57137,77134,231402,22959,0,37031
2024-03-04,Residential,Q7,20:00-21:00,Fresh Milk,Dairy,2024-03-09,24.6,0.64,0,2,0,43533,58769,117538,17327,0,13144
2024-03-04,Residential,Q7,21:00-22:00,Fresh Milk,Dairy,2024-03-09,23.1,0.47,0,1,62,45723,61726,61726,14780,2834826,-2833603
2024-03-04,Transit,Q3,6:00-7:00,Energy Drink,Drink,2024-06-02,28.1,1.05,118,2,0,51567,69615,139230,24189,0,11906
2024-03-04,Transit,Q3,7:00-8:00,Energy Drink,Drink,2024-06-02,29.7,0.83,0,3,0,58265,78657,235971,27538,0,33637
2024-03-04,Transit,Q3,8:00-9:00,Energy Drink,Drink,2024-06-02,32.0,0.71,0,1,0,77261,104302,104302,33008,0,-5967
2024-03-04,Transit,Q3,9:00-10:00,Energy Drink,Drink,2024-06-02,34.6,1.01,0,4,0,59400,80190,320760,36438,0,46722
2024-03-04,Transit,Q3,10:00-11:00,Energy Drink,Drink,2024-06-02,35.2,0.99,0,2,0,41721,56323,112646,36280,0,-7076
2024-03-04,Transit,Q3,11:00-12:00,Energy Drink,Drink,2024-06-02,35.8,0.46,0,1,0,62166,83924,83924,38791,0,-17033
2024-03-04,Transit,Q3,12:00-13:00,Energy Drink,Drink,2024-06-02,36.6,1.02,0,3,0,73892,99754,299262,41052,0,36533
2024-03-04,Transit,Q3,13:00-14:00,Energy Drink,Drink,2024-06-02,35.4,1.06,0,4,0,47357,63931,255724,37034,0,29261
2024-03-04,Transit,Q3,14:00-15:00,Energy Drink,Drink,2024-06-02,35.4,0.85,0,3,0,39058,52728,158184,36454,0,4555
2024-03-04,Transit,Q3,15:00-16:00,Energy Drink,Drink,2024-06-02,33.5,0.98,0,1,0,38958,52593,52593,33027,0,-19392
2024-03-04,Transit,Q3,16:00-17:00,Energy Drink,Drink,2024-06-02,32.9,1.04,0,2,0,79560,107406,214812,34789,0,20902
2024-03-04,Transit,Q3,17:00-18:00,Energy Drink,Drink,2024-06-02,31.2,0.94,0,2,0,77789,105015,210030,31605,0,22846
2024-03-04,Transit,Q3,18:00-19:00,Energy Drink,Drink,2024-06-02,28.9,6.42,0,25,0,60483,81652,2041300,26253,0,502971
2024-03-04,Transit,Q3,19:00-20:00,Energy Drink,Drink,2024-06-02,26.3,6.43,0,19,0,82721,111673,2121787,23130,0,526957
2024-03-04,Transit,Q3,20:00-21:00,Energy Drink,Drink,2024-06-02,25.5,8.14,0,32,0,72583,97987,3135584,20980,0,791947
2024-03-04,Transit,Q3,21:00-22:00,Energy Drink,Drink,2024-06-02,24.1,1.18,0,3,11,61093,82475,247425,17656,672023,-625533
2024-03-04,Transit,Q3,6:00-7:00,Banh Mi Pate,RTE,2024-03-05,27.8,1.05,106,4,0,82863,111865,447460,25840,0,90167
2024-03-04,Transit,Q3,7:00-8:00,Banh Mi Pate,RTE,2024-03-05,30.2,0.83,0,2,0,64605,87216,174432,28882,0,16339
2024-03-04,Transit,Q3,8:00-9:00,Banh Mi Pate,RTE,2024-03-05,32.2,0.71,0,1,0,48942,66071,66071,31385,0,-14256
2024-03-04,Transit,Q3,9:00-10:00,Banh Mi Pate,RTE,2024-03-05,34.3,1.01,0,3,0,46841,63235,189705,35018,0,14163
2024-03-04,Transit,Q3,10:00-11:00,Banh Mi Pate,RTE,2024-03-05,35.4,0.99,0,1,0,60615,81830,81830,37963,0,-16748
2024-03-04,Transit,Q3,11:00-12:00,Banh Mi Pate,RTE,2024-03-05,35.5,0.46,0,1,0,50001,67501,67501,37400,0,-19900
2024-03-04,Transit,Q3,12:00-13:00,Banh Mi Pate,RTE,2024-03-05,35.3,1.02,0,4,0,43738,59046,236184,36601,0,24630
2024-03-04,Transit,Q3,13:00-14:00,Banh Mi Pate,RTE,2024-03-05,35.8,1.06,0,4,0,69639,94012,376048,39314,0,58177
2024-03-04,Transit,Q3,14:00-15:00,Banh Mi Pate,RTE,2024-03-05,35.0,0.85,0,3,0,57276,77322,231966,37009,0,23128
2024-03-04,Transit,Q3,15:00-16:00,Banh Mi Pate,RTE,2024-03-05,33.7,0.98,0,1,0,53618,72384,72384,34413,0,-15647
2024-03-04,Transit,Q3,16:00-17:00,Banh Mi Pate,RTE,2024-03-05,32.2,1.04,0,3,0,84075,113501,340503,33845,0,54432
2024-03-04,Transit,Q3,17:00-18:00,Banh Mi Pate,RTE,2024-03-05,30.2,0.94,0,1,0,49777,67198,67198,27844,0,-10423
2024-03-04,Transit,Q3,18:00-19:00,Banh Mi Pate,RTE,2024-03-05,28.5,5.14,0,15,0,49015,66170,992550,24731,0,232593
2024-03-04,Transit,Q3,19:00-20:00,Banh Mi Pate,RTE,2024-03-05,26.2,5.15,0,15,0,57489,77610,1164150,21184,0,280630
2024-03-04,Transit,Q3,20:00-21:00,Banh Mi Pate,RTE,2024-03-05,24.4,6.52,0,19,0,51448,69454,1319626,17521,0,324592
2024-03-04,Transit,Q3,21:00-22:00,Banh Mi Pate,RTE,2024-03-05,23.7,1.18,0,3,26,81635,110207,330621,18374,2122510,-2055168
2024-03-05,Premium_Urban,Q1,6:00-7:00,Salmon Fillet,Seafood,2024-03-07,28.6,0.37,122,1,0,80374,108504,108504,27106,0,1023
2024-03-05,Premium_Urban,Q1,7:00-8:00,Salmon Fillet,Seafood,2024-03-07,30.0,0.6,0,1,0,46939,63367,63367,27285,0,-10857
2024-03-05,Premium_Urban,Q1,8:00-9:00,Salmon Fillet,Seafood,2024-03-07,32.9,0.9,0,3,0,60575,81776,245328,33460,0,30142
2024-03-05,Premium_Urban,Q1,9:00-10:00,Salmon Fillet,Seafood,2024-03-07,33.0,1.04,0,2,0,36091,48722,97444,31926,0,-6664
2024-03-05,Premium_Urban,Q1,10:00-11:00,Salmon Fillet,Seafood,2024-03-07,35.5,0.48,0,0,0,49500,66825,0,37365,0,-37365
2024-03-05,Premium_Urban,Q1,11:00-12:00,Salmon Fillet,Seafood,2024-03-07,35.2,2.12,0,4,0,84900,114615,458460,39303,0,79557
2024-03-05,Premium_Urban,Q1,12:00-13:00,Salmon Fillet,Seafood,2024-03-07,35.7,3.15,0,9,0,69275,93521,841689,39109,0,179104
2024-03-05,Premium_Urban,Q1,13:00-14:00,Salmon Fillet,Seafood,2024-03-07,34.5,2.78,0,8,0,42864,57866,462928,35100,0,84915
2024-03-05,Premium_Urban,Q1,14:00-15:00,Salmon Fillet,Seafood,2024-03-07,35.2,0.8,0,1,0,50395,68033,68033,36887,0,-19249
2024-03-05,Premium_Urban,Q1,15:00-16:00,Salmon Fillet,Seafood,2024-03-07,34.0,0.44,0,1,0,83152,112255,112255,37020,0,-7917
2024-03-05,Premium_Urban,Q1,16:00-17:00,Salmon Fillet,Seafood,2024-03-07,31.4,0.37,0,1,0,65249,88086,88086,31087,0,-8250
2024-03-05,Premium_Urban,Q1,17:00-18:00,Salmon Fillet,Seafood,2024-03-07,29.8,0.57,0,1,0,74605,100716,100716,28862,0,-2751
2024-03-05,Premium_Urban,Q1,18:00-19:00,Salmon Fillet,Seafood,2024-03-07,29.2,0.95,0,1,0,58559,79054,79054,26659,0,-6164
2024-03-05,Premium_Urban,Q1,19:00-20:00,Salmon Fillet,Seafood,2024-03-07,27.1,0.31,0,0,0,82027,110736,0,24521,0,-24521
2024-03-05,Premium_Urban,Q1,20:00-21:00,Salmon Fillet,Seafood,2024-03-07,24.3,0.79,0,2,0,83891,113252,226504,19612,0,39109
2024-03-05,Premium_Urban,Q1,21:00-22:00,Salmon Fillet,Seafood,2024-03-07,24.1,0.56,0,1,86,55590,75046,75046,17271,4780740,-4778555
2024-03-05,Premium_Urban,Q1,6:00-7:00,Sushi Box,RTE,2024-03-06,29.0,0.37,116,1,0,70316,94926,94926,27122,0,-2512
2024-03-05,Premium_Urban,Q1,7:00-8:00,Sushi Box,RTE,2024-03-06,30.8,0.6,0,1,0,52433,70784,70784,29110,0,-10759
2024-03-05,Premium_Urban,Q1,8:00-9:00,Sushi Box,RTE,2024-03-06,32.8,0.9,0,2,0,58315,78725,157450,33122,0,7697
2024-03-05,Premium_Urban,Q1,9:00-10:00,Sushi Box,RTE,2024-03-06,32.6,1.04,0,3,0,67281,90829,272487,33389,0,37254
2024-03-05,Premium_Urban,Q1,10:00-11:00,Sushi Box,RTE,2024-03-06,34.4,0.48,0,1,0,74864,101066,101066,37160,0,-10958
2024-03-05,Premium_Urban,Q1,11:00-12:00,Sushi Box,RTE,2024-03-06,34.3,9.3,0,18,0,37242,50276,904968,34346,0,200265
2024-03-05,Premium_Urban,Q1,12:00-13:00,Sushi Box,RTE,2024-03-06,35.1,13.77,0,41,0,53585,72339,2965899,36930,0,731983
2024-03-05,Premium_Urban,Q1,13:00-14:00,Sushi Box,RTE,2024-03-06,34.7,12.18,0,48,0,59485,80304,3854592,36623,0,962688
2024-03-05,Premium_Urban,Q1,14:00-15:00,Sushi Box,RTE,2024-03-06,35.4,0.8,0,1,0,41906,56573,56573,36653,0,-21986
2024-03-05,Premium_Urban,Q1,15:00-16:00,Sushi Box,RTE,2024-03-06,33.3,0.44,0,0,0,63149,85251,0,34360,0,-34360
2024-03-05,Premium_Urban,Q1,16:00-17:00,Sushi Box,RTE,2024-03-06,32.6,0.37,0,0,0,77244,104279,0,34087,0,-34087
2024-03-05,Premium_Urban,Q1,17:00-18:00,Sushi Box,RTE,2024-03-06,30.9,0.57,0,0,0,68670,92704,0,30426,0,-30426
2024-03-05,Premium_Urban,Q1,18:00-19:00,Sushi Box,RTE,2024-03-06,28.5,0.95,0,0,0,37451,50558,0,23921,0,-23921
2024-03-05,Premium_Urban,Q1,19:00-20:00,Sushi Box,RTE,2024-03-06,27.1,0.31,0,0,0,69465,93777,0,23642,0,-23642
2024-03-05,Premium_Urban,Q1,20:00-21:00,Sushi Box,RTE,2024-03-06,25.4,0.79,0,0,0,76261,102952,0,21058,0,-21058
2024-03-05,Premium_Urban,Q1,21:00-22:00,Sushi Box,RTE,2024-03-06,23.4,0.56,0,0,0,80357,108481,0,17744,0,-17744
2024-03-05,Residential,Q7,6:00-7:00,Pork Belly,Meat,2024-03-07,27.8,0.5,113,1,0,57078,77055,77055,24035,0,-4058
2024-03-05,Residential,Q7,7:00-8:00,Pork Belly,Meat,2024-03-07,30.5,0.97,0,2,0,35174,47484,94968,27362,0,-2742
2024-03-05,Residential,Q7,8:00-9:00,Pork Belly,Meat,2024-03-07,32.1,0.4,0,1,0,40461,54622,54622,30612,0,-16451
2024-03-05,Residential,Q7,9:00-10:00,Pork Belly,Meat,2024-03-07,34.1,0.76,0,2,0,48934,66060,132120,34805,0,-553
2024-03-05,Residential,Q7,10:00-11:00,Pork Belly,Meat,2024-03-07,34.3,0.44,0,1,0,74669,100803,100803,36966,0,-10832
2024-03-05,Residential,Q7,11:00-12:00,Pork Belly,Meat,2024-03-07,34.6,0.88,0,2,0,42070,56794,113588,35224,0,-5776
2024-03-05,Residential,Q7,12:00-13:00,Pork Belly,Meat,2024-03-07,36.2,1.04,0,2,0,76815,103700,207400,40537,0,13232
2024-03-05,Residential,Q7,13:00-14:00,Pork Belly,Meat,2024-03-07,34.9,0.48,0,1,0,47873,64628,64628,36171,0,-19416
2024-03-05,Residential,Q7,14:00-15:00,Pork Belly,Meat,2024-03-07,34.6,1.04,0,2,0,36662,49493,98986,34846,0,-9184
2024-03-05,Residential,Q7,15:00-16:00,Pork Belly,Meat,2024-03-07,32.6,0.92,0,1,0,47690,64381,64381,32018,0,-15327
2024-03-05,Residential,Q7,16:00-17:00,Pork Belly,Meat,2024-03-07,32.5,11.56,0,23,0,82029,110739,2546997,34242,0,626087
2024-03-05,Residential,Q7,17:00-18:00,Pork Belly,Meat,2024-03-07,31.2,9.48,0,37,0,63554,85797,3174489,30608,0,792382
2024-03-05,Residential,Q7,18:00-19:00,Pork Belly,Meat,2024-03-07,28.2,9.95,0,38,0,58994,79641,3026358,24889,0,759696
2024-03-05,Residential,Q7,19:00-20:00,Pork Belly,Meat,2024-03-07,26.0,1.04,0,0,0,64739,87397,0,21331,0,-21331
2024-03-05,Residential,Q7,20:00-21:00,Pork Belly,Meat,2024-03-07,24.3,0.42,0,0,0,54913,74132,0,17583,0,-17583
2024-03-05,Residential,Q7,21:00-22:00,Pork Belly,Meat,2024-03-07,23.9,0.7,0,0,0,73721,99523,0,18180,0,-18180
2024-03-05,Residential,Q7,6:00-7:00,Fresh Milk,Dairy,2024-03-10,27.6,0.5,113,1,0,73561,99307,99307,24829,0,916
2024-03-05,Residential,Q7,7:00-8:00,Fresh Milk,Dairy,2024-03-10,30.5,0.97,0,1,0,42449,57306,57306,27871,0,-13014
2024-03-05,Residential,Q7,8:00-9:00,Fresh Milk,Dairy,2024-03-10,31.7,0.4,0,1,0,48043,64858,64858,30423,0,-13608
2024-03-05,Residential,Q7,9:00-10:00,Fresh Milk,Dairy,2024-03-10,33.5,0.76,0,3,0,54186,73151,219453,34093,0,22801
2024-03-05,Residential,Q7,10:00-11:00,Fresh Milk,Dairy,2024-03-10,34.0,0.44,0,1,0,35369,47748,47748,33675,0,-21296
2024-03-05,Residential,Q7,11:00-12:00,Fresh Milk,Dairy,2024-03-10,35.8,0.88,0,2,0,38468,51931,103862,37132,0,-10206
2024-03-05,Residential,Q7,12:00-13:00,Fresh Milk,Dairy,2024-03-10,35.3,1.04,0,2,0,44299,59803,119606,36640,0,-5632
2024-03-05,Residential,Q7,13:00-14:00,Fresh Milk,Dairy,2024-03-10,35.7,0.48,0,0,0,47273,63818,0,37569,0,-37569
2024-03-05,Residential,Q7,14:00-15:00,Fresh Milk,Dairy,2024-03-10,35.1,1.04,0,3,0,73797,99625,298875,38345,0,39138
2024-03-05,Residential,Q7,15:00-16:00,Fresh Milk,Dairy,2024-03-10,32.6,0.92,0,2,0,62092,83824,167648,33026,0,10437
2024-03-05,Residential,Q7,16:00-17:00,Fresh Milk,Dairy,2024-03-10,32.1,4.63,0,9,0,41494,56016,504144,30684,0,100013
2024-03-05,Residential,Q7,17:00-18:00,Fresh Milk,Dairy,2024-03-10,30.3,3.79,0,15,0,82310,111118,1666770,30301,0,401818
2024-03-05,Residential,Q7,18:00-19:00,Fresh Milk,Dairy,2024-03-10,29.3,3.98,0,11,0,66513,89792,987712,27395,0,228673
2024-03-05,Residential,Q7,19:00-20:00,Fresh Milk,Dairy,2024-03-10,27.5,1.04,0,3,0,38709,52257,156771,22209,0,18434
2024-03-05,Residential,Q7,20:00-21:00,Fresh Milk,Dairy,2024-03-10,24.5,0.42,0,1,0,41507,56034,56034,17005,0,-2478
2024-03-05,Residential,Q7,21:00-22:00,Fresh Milk,Dairy,2024-03-10,23.7,0.7,0,1,57,72533,97919,97919,17737,4134381,-4126732
2024-03-05,Transit,Q3,6:00-7:00,Energy Drink,Drink,2024-06-03,28.4,0.67,118,2,0,79430,107230,214460,26680,0,28919
2024-03-05,Transit,Q3,7:00-8:00,Energy Drink,Drink,2024-06-03,30.7,0.32,0,0,0,45604,61565,0,28452,0,-28452
2024-03-05,Transit,Q3,8:00-9:00,Energy Drink,Drink,2024-06-03,31.9,1.1,0,4,0,36675,49511,198044,29987,0,21356
2024-03-05,Transit,Q3,9:00-10:00,Energy Drink,Drink,2024-06-03,32.5,1.17,0,4,0,43569,58818,235272,31549,0,29446
2024-03-05,Transit,Q3,10:00-11:00,Energy Drink,Drink,2024-06-03,34.8,0.66,0,1,0,77831,105071,105071,38088,0,-10848
2024-03-05,Transit,Q3,11:00-12:00,Energy Drink,Drink,2024-06-03,35.2,0.35,0,1,0,74595,100703,100703,38581,0,-12473
2024-03-05,Transit,Q3,12:00-13:00,Energy Drink,Drink,2024-06-03,35.3,1.13,0,4,0,47100,63585,254340,36837,0,29103
2024-03-05,Transit,Q3,13:00-14:00,Energy Drink,Drink,2024-06-03,35.3,1.13,0,3,0,62507,84384,253152,37915,0,27715
2024-03-05,Transit,Q3,14:00-15:00,Energy Drink,Drink,2024-06-03,35.0,0.39,0,1,0,82780,111753,111753,38794,0,-9821
2024-03-05,Transit,Q3,15:00-16:00,Energy Drink,Drink,2024-06-03,33.4,0.53,0,2,0,41767,56385,112770,33043,0,-3807
2024-03-05,Transit,Q3,16:00-17:00,Energy Drink,Drink,2024-06-03,31.2,0.35,0,0,0,82197,110965,0,31913,0,-31913
2024-03-05,Transit,Q3,17:00-18:00,Energy Drink,Drink,2024-06-03,29.4,0.49,0,1,0,37530,50665,50665,25547,0,-12412
2024-03-05,Transit,Q3,18:00-19:00,Energy Drink,Drink,2024-06-03,28.4,9.92,0,19,0,44771,60440,1148360,24253,0,273457
2024-03-05,Transit,Q3,19:00-20:00,Energy Drink,Drink,2024-06-03,26.2,9.07,0,27,0,44657,60286,1627722,20285,0,401697
2024-03-05,Transit,Q3,20:00-21:00,Energy Drink,Drink,2024-06-03,24.0,9.15,0,36,0,38934,52560,1892160,15925,0,474610
2024-03-05,Transit,Q3,21:00-22:00,Energy Drink,Drink,2024-06-03,24.0,0.62,0,1,12,64927,87651,87651,17744,779124,-774144
2024-03-05,Transit,Q3,6:00-7:00,Banh Mi Pate,RTE,2024-03-06,29.0,0.67,111,1,0,81150,109552,109552,27880,0,521
2024-03-05,Transit,Q3,7:00-8:00,Banh Mi Pate,RTE,2024-03-06,30.9,0.32,0,0,0,75453,101861,0,30901,0,-30901
2024-03-05,Transit,Q3,8:00-9:00,Banh Mi Pate,RTE,2024-03-06,31.1,1.1,0,4,0,38451,51908,207632,28671,0,25156
2024-03-05,Transit,Q3,9:00-10:00,Banh Mi Pate,RTE,2024-03-06,33.5,1.17,0,4,0,77596,104754,419016,35731,0,72900
2024-03-05,Transit,Q3,10:00-11:00,Banh Mi Pate,RTE,2024-03-06,34.9,0.66,0,1,0,51412,69406,69406,36418,0,-18424
2024-03-05,Transit,Q3,11:00-12:00,Banh Mi Pate,RTE,2024-03-06,35.1,0.35,0,0,0,45237,61069,0,36346,0,-36346
2024-03-05,Transit,Q3,12:00-13:00,Banh Mi Pate,RTE,2024-03-06,35.3,1.13,0,2,0,65651,88628,177256,38135,0,7818
2024-03-05,Transit,Q3,13:00-14:00,Banh Mi Pate,RTE,2024-03-06,35.1,1.13,0,4,0,75990,102586,410344,38499,0,67884
2024-03-05,Transit,Q3,14:00-15:00,Banh Mi Pate,RTE,2024-03-06,34.2,0.39,0,0,0,80367,108495,0,37185,0,-37185
2024-03-05,Transit,Q3,15:00-16:00,Banh Mi Pate,RTE,2024-03-06,34.0,0.53,0,1,0,67607,91269,91269,35932,0,-12270
2024-03-05,Transit,Q3,16:00-17:00,Banh Mi Pate,RTE,2024-03-06,31.9,0.35,0,0,0,60728,81982,0,31670,0,-31670
2024-03-05,Transit,Q3,17:00-18:00,Banh Mi Pate,RTE,2024-03-06,30.4,0.49,0,1,0,36995,49943,49943,27309,0,-14361
2024-03-05,Transit,Q3,18:00-19:00,Banh Mi Pate,RTE,2024-03-06,28.1,7.93,0,23,0,84129,113574,2612202,26469,0,650765
2024-03-05,Transit,Q3,19:00-20:00,Banh Mi Pate,RTE,2024-03-06,26.6,7.25,0,14,0,39174,52884,740376,20622,0,171317
2024-03-05,Transit,Q3,20:00-21:00,Banh Mi Pate,RTE,2024-03-06,25.1,7.32,0,21,0,80817,109102,2291142,20837,0,573147
2024-03-05,Transit,Q3,21:00-22:00,Banh Mi Pate,RTE,2024-03-06,23.0,0.62,0,1,34,57759,77974,77974,15443,1963806,-1959034
2024-03-06,Premium_Urban,Q1,6:00-7:00,Salmon Fillet,Seafood,2024-03-08,30.3,0.75,121,1,0,51959,70144,70144,28177,0,-9992
2024-03-06,Premium_Urban,Q1,7:00-8:00,Salmon Fillet,Seafood,2024-03-08,31.1,0.9,0,3,0,69316,93576,280728,30832,0,41947
2024-03-06,Premium_Urban,Q1,8:00-9:00,Salmon Fillet,Seafood,2024-03-08,32.5,1.04,0,2,0,44154,59607,119214,31590,0,-684
2024-03-06,Premium_Urban,Q1,9:00-10:00,Salmon Fillet,Seafood,2024-03-08,35.0,0.45,0,1,0,76372,103102,103102,38346,0,-11616
2024-03-06,Premium_Urban,Q1,10:00-11:00,Salmon Fillet,Seafood,2024-03-08,35.9,0.81,0,1,0,47763,64480,64480,37963,0,-21246
2024-03-06,Premium_Urban,Q1,11:00-12:00,Salmon Fillet,Seafood,2024-03-08,35.9,2.49,0,4,0,56539,76327,305308,38577,0,40574
2024-03-06,Premium_Urban,Q1,12:00-13:00,Salmon Fillet,Seafood,2024-03-08,36.6,2.5,0,9,0,49574,66924,602316,39350,0,116799
2024-03-06,Premium_Urban,Q1,13:00-14:00,Salmon Fillet,Seafood,2024-03-08,37.0,2.07,0,4,0,73260,98901,395604,41728,0,60835
2024-03-06,Premium_Urban,Q1,14:00-15:00,Salmon Fillet,Seafood,2024-03-08,34.9,0.57,0,2,0,54517,73597,147194,36636,0,1523
2024-03-06,Premium_Urban,Q1,15:00-16:00,Salmon Fillet,Seafood,2024-03-08,34.1,1.16,0,3,0,50029,67539,202617,34882,0,17647
2024-03-06,Premium_Urban,Q1,16:00-17:00,Salmon Fillet,Seafood,2024-03-08,32.7,0.6,0,1,0,39589,53445,53445,31631,0,-17775
2024-03-06,Premium_Urban,Q1,17:00-18:00,Salmon Fillet,Seafood,2024-03-08,31.0,0.33,0,0,0,36648,49474,0,28365,0,-28365
2024-03-06,Premium_Urban,Q1,18:00-19:00,Salmon Fillet,Seafood,2024-03-08,30.2,0.98,0,1,0,82956,111990,111990,30166,0,-1132
2024-03-06,Premium_Urban,Q1,19:00-20:00,Salmon Fillet,Seafood,2024-03-08,28.8,1.13,0,2,0,54810,73993,147986,25676,0,12689
2024-03-06,Premium_Urban,Q1,20:00-21:00,Salmon Fillet,Seafood,2024-03-08,26.2,0.54,0,1,0,75927,102501,102501,22474,0,4099
2024-03-06,Premium_Urban,Q1,21:00-22:00,Salmon Fillet,Seafood,2024-03-08,24.0,0.99,0,1,85,36452,49210,49210,15751,3098420,-3101413
2024-03-06,Premium_Urban,Q1,6:00-7:00,Sushi Box,RTE,2024-03-07,28.8,0.75,95,2,0,45153,60956,121912,25000,0,6605
2024-03-06,Premium_Urban,Q1,7:00-8:00,Sushi Box,RTE,2024-03-07,32.3,0.9,0,3,0,37592,50749,152247,30771,0,8699
2024-03-06,Premium_Urban,Q1,8:00-9:00,Sushi Box,RTE,2024-03-07,32.6,1.04,0,4,0,68695,92738,370952,33488,0,62683
2024-03-06,Premium_Urban,Q1,9:00-10:00,Sushi Box,RTE,2024-03-07,35.5,0.45,0,0,0,65650,88627,0,38495,0,-38495
2024-03-06,Premium_Urban,Q1,10:00-11:00,Sushi Box,RTE,2024-03-07,35.3,0.81,0,1,0,39367,53145,53145,36295,0,-22517
2024-03-06,Premium_Urban,Q1,11:00-12:00,Sushi Box,RTE,2024-03-07,36.2,10.88,0,21,0,35171,47480,997080,37621,0,220867
2024-03-06,Premium_Urban,Q1,12:00-13:00,Sushi Box,RTE,2024-03-07,37.2,10.92,0,43,0,52247,70533,3032919,40617,0,745680
2024-03-06,Premium_Urban,Q1,13:00-14:00,Sushi Box,RTE,2024-03-07,36.6,9.05,0,18,0,49558,66903,1204254,39349,0,272860
2024-03-06,Premium_Urban,Q1,14:00-15:00,Sushi Box,RTE,2024-03-07,35.1,0.57,0,1,0,41280,55728,55728,36069,0,-21621
2024-03-06,Premium_Urban,Q1,15:00-16:00,Sushi Box,RTE,2024-03-07,35.5,1.16,0,2,0,75943,102523,205046,39216,0,13943
2024-03-06,Premium_Urban,Q1,16:00-17:00,Sushi Box,RTE,2024-03-07,33.4,0.6,0,0,0,51425,69423,0,33719,0,-33719
2024-03-06,Premium_Urban,Q1,17:00-18:00,Sushi Box,RTE,2024-03-07,32.3,0.33,0,0,0,49463,66775,0,31602,0,-31602
2024-03-06,Premium_Urban,Q1,18:00-19:00,Sushi Box,RTE,2024-03-07,29.3,0.98,0,0,0,39863,53815,0,25530,0,-25530
2024-03-06,Premium_Urban,Q1,19:00-20:00,Sushi Box,RTE,2024-03-07,27.9,1.13,0,0,0,52230,70510,0,23876,0,-23876
2024-03-06,Premium_Urban,Q1,20:00-21:00,Sushi Box,RTE,2024-03-07,26.7,0.54,0,0,0,52115,70355,0,21708,0,-21708
2024-03-06,Premium_Urban,Q1,21:00-22:00,Sushi Box,RTE,2024-03-07,24.4,0.99,0,0,0,63910,86278,0,18393,0,-18393
2024-03-06,Residential,Q7,6:00-7:00,Pork Belly,Meat,2024-03-08,30.3,0.72,109,1,0,45532,61468,61468,27727,0,-11791
2024-03-06,Residential,Q7,7:00-8:00,Pork Belly,Meat,2024-03-08,31.9,0.53,0,1,0,39590,53446,53446,30191,0,-16335
2024-03-06,Residential,Q7,8:00-9:00,Pork Belly,Meat,2024-03-08,33.7,0.97,0,2,0,70343,94963,189926,35584,0,13655
2024-03-06,Residential,Q7,9:00-10:00,Pork Belly,Meat,2024-03-08,35.1,1.08,0,3,0,52994,71541,214623,36889,0,18751
2024-03-06,Residential,Q7,10:00-11:00,Pork Belly,Meat,2024-03-08,36.5,1.05,0,3,0,75988,102583,307749,41019,0,38765
2024-03-06,Residential,Q7,11:00-12:00,Pork Belly,Meat,2024-03-08,36.1,0.74,0,2,0,43964,59351,118702,38057,0,-7283
2024-03-06,Residential,Q7,12:00-13:00,Pork Belly,Meat,2024-03-08,36.2,0.37,0,0,0,55428,74827,0,39039,0,-39039
2024-03-06,Residential,Q7,13:00-14:00,Pork Belly,Meat,2024-03-08,36.9,0.33,0,0,0,46422,62669,0,39669,0,-39669
2024-03-06,Residential,Q7,14:00-15:00,Pork Belly,Meat,2024-03-08,35.3,1.01,0,2,0,45381,61264,122528,36716,0,-4950
2024-03-06,Residential,Q7,15:00-16:00,Pork Belly,Meat,2024-03-08,34.0,0.87,0,1,0,74678,100815,100815,36427,0,-10290
2024-03-06,Residential,Q7,16:00-17:00,Pork Belly,Meat,2024-03-08,32.4,8.22,0,24,0,59128,79822,1915728,32458,0,464197
2024-03-06,Residential,Q7,17:00-18:00,Pork Belly,Meat,2024-03-08,31.5,10.84,0,43,0,38284,51683,2222369,29379,0,546777
2024-03-06,Residential,Q7,18:00-19:00,Pork Belly,Meat,2024-03-08,30.6,10.45,0,27,0,84416,113961,3076947,30989,0,766725
2024-03-06,Residential,Q7,19:00-20:00,Pork Belly,Meat,2024-03-08,28.2,0.69,0,0,0,39907,53874,0,23553,0,-23553
2024-03-06,Residential,Q7,20:00-21:00,Pork Belly,Meat,2024-03-08,27.0,1.18,0,0,0,53672,72457,0,22357,0,-22357
